instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
ADR WXY-0577,COLCAP,2024-10,Intereses,0.0213,0.0618,0.0458,0.0467,0.0961,0.0820,0.0756,0.0368,0.1144,0.0784,0.0719,0.2192,49212,false
REIT WXY-0578,BVLIMA,2024-11,Capital,0.0608,0.0190,0.0138,0.0231,0.0782,0.0882,0.0445,0.0987,0.0626,0.0168,0.0869,0.3574,36964,false
Fondo Indexado WXY-0579,MILA,2024-12,Mixto,0.0381,0.0049,0.0893,0.0689,0.0808,0.0524,0.0947,0.0408,0.0646,0.0699,0.0383,0.3073,86985,true
Acción ZAB-0580,BVC,2024-Q1,Renta Fija,0.0062,0.0705,0.0037,0.0227,0.0871,0.0531,0.0686,0.0969,0.0692,0.1347,0.0947,0.2426,84556,false
Bono Corporativo ZAB-0581,COLCAP,2024-Q2,Renta Variable,0.0491,0.0496,0.0099,0.0601,0.0768,0.0537,0.0578,0.0525,0.0421,0.0007,0.1099,0.3878,97133,false
ETF ZAB-0582,BVLIMA,2024-Q3,Derivados,0.0213,0.0174,0.0549,0.0645,0.0437,0.0232,0.0490,0.0526,0.1182,0.0156,0.1479,0.3417,198967,true
Fondo Mutuo ZAB-0583,MILA,2024-Q4,Estructurado,0.0268,0.0417,0.0039,0.0354,0.0845,0.0341,0.0648,0.0683,0.0086,0.1327,0.1182,0.3310,49489,false
Bono Gobierno ZAB-0584,BVC,2023-Q1,Dividendos,0.0225,0.0331,0.0356,0.0474,0.0893,0.0604,0.0479,0.0174,0.0176,0.0276,0.0396,0.5116,22135,false
Acción Preferente ZAB-0585,COLCAP,2023-Q2,Intereses,0.0678,0.0747,0.0084,0.0151,0.0805,0.0217,0.1047,0.0342,0.0039,0.0005,0.0791,0.4594,75042,true
Warrant ZAB-0586,BVLIMA,2023-Q3,Capital,0.0145,0.0705,0.0814,0.0154,0.0700,0.0258,0.0109,0.0815,0.0382,0.0155,0.0402,0.4861,24355,false
ADR ZAB-0587,MILA,2023-Q4,Mixto,0.0648,0.0268,0.0479,0.0577,0.0286,0.0892,0.0897,0.0824,0.0062,0.0903,0.0384,0.3280,177534,false
REIT ZAB-0588,BVC,2024-01,Renta Fija,0.0577,0.0184,0.0025,0.0884,0.0700,0.0871,0.0498,0.0244,0.0194,0.0926,0.0215,0.4182,116813,true
Fondo Indexado ZAB-0589,COLCAP,2024-02,Renta Variable,0.0540,0.0584,0.0105,0.0296,0.0428,0.0233,0.1069,0.0755,0.0548,0.0034,0.1125,0.3783,155312,false
Acción CDE-0590,BVLIMA,2024-03,Derivados,0.0535,0.0495,0.0134,0.0633,0.0011,0.1044,0.0478,0.0233,0.0080,0.0822,0.1254,0.3781,37504,false
Bono Corporativo CDE-0591,MILA,2024-04,Estructurado,0.0188,0.0166,0.0164,0.0288,0.0424,0.0193,0.0792,0.0227,0.0112,0.0838,0.0394,0.5714,108393,true
ETF CDE-0592,BVC,2024-05,Dividendos,0.0743,0.0310,0.0816,0.0510,0.0089,0.0636,0.0698,0.0355,0.0313,0.1408,0.1193,0.2429,146722,false
Fondo Mutuo CDE-0593,COLCAP,2024-06,Intereses,0.0194,0.0565,0.0081,0.0145,0.0265,0.0124,0.0412,0.1309,0.0413,0.1311,0.0697,0.3984,119156,false
Bono Gobierno CDE-0594,BVLIMA,2024-07,Capital,0.0028,0.0057,0.0685,0.0936,0.0400,0.0093,0.0641,0.0404,0.0207,0.1301,0.1355,0.3393,52779,true
Acción Preferente CDE-0595,MILA,2024-08,Mixto,0.0479,0.0536,0.0633,0.0582,0.0407,0.0780,0.0915,0.0209,0.0030,0.0000,0.0848,0.4081,23226,false
Warrant CDE-0596,BVC,2024-09,Renta Fija,0.0648,0.0087,0.0163,0.0170,0.0647,0.1104,0.0358,0.0774,0.1310,0.0478,0.0269,0.3492,175502,false
ADR CDE-0597,COLCAP,2024-10,Renta Variable,0.0054,0.0193,0.0487,0.0442,0.0772,0.0241,0.0294,0.1361,0.1347,0.1072,0.1415,0.1822,97623,true
REIT CDE-0598,BVLIMA,2024-11,Derivados,0.0695,0.0559,0.0382,0.0058,0.0373,0.0363,0.1117,0.0997,0.0307,0.0990,0.1319,0.2340,22854,false
Fondo Indexado CDE-0599,MILA,2024-12,Estructurado,0.0064,0.0331,0.0369,0.0662,0.0608,0.0818,0.1031,0.0387,0.0693,0.0034,0.0422,0.4081,159586,false
Acción ABC-0600,BVC,2024-Q1,Dividendos,0.0700,0.0250,0.0618,0.0850,0.0041,0.0847,0.0505,0.0967,0.0962,0.0002,0.0358,0.3400,154048,true
Bono Corporativo ABC-0601,COLCAP,2024-Q2,Intereses,0.0303,0.0238,0.0199,0.0745,0.0779,0.0167,0.0522,0.1253,0.0039,0.1004,0.0374,0.3877,178985,false
ETF ABC-0602,BVLIMA,2024-Q3,Capital,0.0104,0.0014,0.0856,0.0296,0.0379,0.0544,0.0207,0.0865,0.0288,0.1116,0.0753,0.4078,174198,false
Fondo Mutuo ABC-0603,MILA,2024-Q4,Mixto,0.0487,0.0759,0.0434,0.0801,0.0307,0.0125,0.0358,0.0922,0.1265,0.0706,0.0582,0.2754,159500,true
Bono Gobierno ABC-0604,BVC,2023-Q1,Renta Fija,0.0126,0.0483,0.0160,0.0714,0.0265,0.0038,0.0073,0.0207,0.0361,0.1029,0.0284,0.5760,154640,false
Acción Preferente ABC-0605,COLCAP,2023-Q2,Renta Variable,0.0417,0.0159,0.0622,0.0216,0.0301,0.0532,0.0828,0.0740,0.1096,0.0667,0.0343,0.3579,109752,false
Warrant ABC-0606,BVLIMA,2023-Q3,Derivados,0.0663,0.0195,0.0248,0.0788,0.0796,0.0498,0.0088,0.0778,0.0987,0.1382,0.0214,0.2863,91040,true
ADR ABC-0607,MILA,2023-Q4,Estructurado,0.0252,0.0172,0.0593,0.0488,0.0972,0.0421,0.0477,0.0054,0.1082,0.0409,0.0845,0.3735,124083,false
REIT ABC-0608,BVC,2024-01,Dividendos,0.0681,0.0784,0.0679,0.0783,0.0028,0.0203,0.0730,0.0063,0.0275,0.0337,0.1142,0.3795,138294,false
Fondo Indexado ABC-0609,COLCAP,2024-02,Intereses,0.0235,0.0642,0.0520,0.0218,0.0947,0.0190,0.1062,0.0580,0.1180,0.0142,0.1425,0.2359,131340,true
Acción XYZ-0610,BVLIMA,2024-03,Capital,0.0105,0.0473,0.0363,0.0749,0.0059,0.0994,0.0564,0.1198,0.0598,0.0736,0.0120,0.3541,37196,false
Bono Corporativo XYZ-0611,MILA,2024-04,Mixto,0.0642,0.0026,0.0870,0.0615,0.0031,0.0715,0.0792,0.0097,0.0937,0.0600,0.0950,0.3225,120380,false
ETF XYZ-0612,BVC,2024-05,Renta Fija,0.0708,0.0169,0.0758,0.0021,0.0023,0.0274,0.0327,0.0089,0.0002,0.0834,0.1397,0.4898,80386,true
Fondo Mutuo XYZ-0613,COLCAP,2024-06,Renta Variable,0.0669,0.0265,0.0302,0.0202,0.0955,0.0314,0.0737,0.0791,0.0513,0.0816,0.0356,0.3580,137014,false
Bono Gobierno XYZ-0614,BVLIMA,2024-07,Derivados,0.0631,0.0034,0.0733,0.0702,0.0438,0.0778,0.0306,0.0079,0.1320,0.1189,0.0615,0.2675,31387,false
Acción Preferente XYZ-0615,MILA,2024-08,Estructurado,0.0238,0.0745,0.0780,0.0349,0.0388,0.0320,0.0113,0.1242,0.1002,0.0910,0.0263,0.3150,128209,true
Warrant XYZ-0616,BVC,2024-09,Dividendos,0.0651,0.0351,0.0437,0.0524,0.0146,0.0904,0.0629,0.0990,0.0146,0.0939,0.0284,0.3499,31487,false
ADR XYZ-0617,COLCAP,2024-10,Intereses,0.0336,0.0631,0.0338,0.0075,0.0430,0.0812,0.0206,0.1167,0.0500,0.1303,0.0862,0.2840,148745,false
REIT XYZ-0618,BVLIMA,2024-11,Capital,0.0296,0.0417,0.0613,0.0126,0.0571,0.0633,0.0599,0.0795,0.0081,0.0399,0.1187,0.3783,88916,true
Fondo Indexado XYZ-0619,MILA,2024-12,Mixto,0.0686,0.0407,0.0356,0.0604,0.0039,0.0925,0.0711,0.0742,0.0307,0.0105,0.1317,0.3301,40097,false
Acción DEF-0620,BVC,2024-Q1,Renta Fija,0.0407,0.0335,0.0760,0.0467,0.0664,0.0919,0.0844,0.0510,0.0989,0.0050,0.0377,0.3178,88357,false
Bono Corporativo DEF-0621,COLCAP,2024-Q2,Renta Variable,0.0579,0.0659,0.0033,0.0715,0.0269,0.0052,0.0445,0.1175,0.0461,0.0274,0.0546,0.4292,64125,true
ETF DEF-0622,BVLIMA,2024-Q3,Derivados,0.0428,0.0395,0.0766,0.0505,0.0767,0.0086,0.0258,0.0866,0.0897,0.0512,0.0174,0.3846,54755,false
Fondo Mutuo DEF-0623,MILA,2024-Q4,Estructurado,0.0760,0.0615,0.0568,0.0389,0.0822,0.0552,0.0768,0.0685,0.0257,0.1011,0.0818,0.2255,36794,false
Bono Gobierno DEF-0624,BVC,2023-Q1,Dividendos,0.0079,0.0240,0.0168,0.0132,0.0530,0.0000,0.1012,0.0311,0.0953,0.0991,0.1300,0.3784,46134,true
Acción Preferente DEF-0625,COLCAP,2023-Q2,Intereses,0.0218,0.0329,0.0455,0.0040,0.1004,0.0157,0.1108,0.0475,0.1030,0.0557,0.1378,0.2749,188533,false
Warrant DEF-0626,BVLIMA,2023-Q3,Capital,0.0374,0.0004,0.0904,0.0655,0.0148,0.0310,0.0166,0.0699,0.0596,0.0358,0.0099,0.5187,157616,false
ADR DEF-0627,MILA,2023-Q4,Mixto,0.0465,0.0596,0.0432,0.0254,0.0269,0.1001,0.0662,0.0117,0.0835,0.1449,0.1344,0.2076,115265,true
REIT DEF-0628,BVC,2024-01,Renta Fija,0.0247,0.0458,0.0260,0.0719,0.0095,0.0875,0.0092,0.0479,0.1348,0.1072,0.1059,0.2796,104193,false
Fondo Indexado DEF-0629,COLCAP,2024-02,Renta Variable,0.0603,0.0499,0.0757,0.0447,0.0581,0.0583,0.0628,0.0460,0.0756,0.0468,0.0144,0.3574,61750,false
Acción GHI-0630,BVLIMA,2024-03,Derivados,0.0665,0.0406,0.0492,0.0556,0.0059,0.1008,0.0866,0.1066,0.0972,0.1093,0.0423,0.1894,142681,true
Bono Corporativo GHI-0631,MILA,2024-04,Estructurado,0.0204,0.0128,0.0722,0.0375,0.0037,0.0805,0.0814,0.0833,0.0817,0.0993,0.0520,0.3252,155298,false
ETF GHI-0632,BVC,2024-05,Dividendos,0.0469,0.0541,0.0247,0.0659,0.0503,0.0805,0.0764,0.1062,0.0995,0.1056,0.1093,0.1306,92939,false
Fondo Mutuo GHI-0633,COLCAP,2024-06,Intereses,0.0282,0.0115,0.0177,0.0017,0.0754,0.1129,0.0457,0.0010,0.0012,0.1214,0.0223,0.5110,39797,true
Bono Gobierno GHI-0634,BVLIMA,2024-07,Capital,0.0645,0.0079,0.0593,0.0215,0.0215,0.0213,0.0661,0.0266,0.0820,0.0604,0.0225,0.4964,94479,false
Acción Preferente GHI-0635,MILA,2024-08,Mixto,0.0099,0.0601,0.0308,0.0810,0.0604,0.0112,0.1123,0.0063,0.1014,0.1451,0.0605,0.2710,12438,false
Warrant GHI-0636,BVC,2024-09,Renta Fija,0.0732,0.0721,0.0693,0.0078,0.0667,0.0265,0.0611,0.0313,0.0056,0.0473,0.0009,0.4882,130780,true
ADR GHI-0637,COLCAP,2024-10,Renta Variable,0.0149,0.0476,0.0593,0.0400,0.0423,0.0189,0.0387,0.0586,0.0024,0.0853,0.0107,0.5313,48621,false
REIT GHI-0638,BVLIMA,2024-11,Derivados,0.0318,0.0097,0.0554,0.0937,0.0409,0.0808,0.0678,0.0875,0.1011,0.0850,0.0934,0.2029,127497,false
Fondo Indexado GHI-0639,MILA,2024-12,Estructurado,0.0452,0.0752,0.0555,0.0490,0.0548,0.0008,0.0946,0.0885,0.0230,0.1381,0.0511,0.2742,114630,true
Acción JKL-0640,BVC,2024-Q1,Dividendos,0.0003,0.0584,0.0423,0.0801,0.0560,0.0887,0.0804,0.0901,0.0300,0.0409,0.0944,0.2884,19813,false
Bono Corporativo JKL-0641,COLCAP,2024-Q2,Intereses,0.0248,0.0201,0.0786,0.0332,0.0452,0.0591,0.0945,0.0081,0.0461,0.0435,0.1101,0.3867,46592,false
ETF JKL-0642,BVLIMA,2024-Q3,Capital,0.0267,0.0653,0.0758,0.0014,0.0645,0.0750,0.0353,0.0380,0.1291,0.0591,0.0245,0.3553,72380,true
Fondo Mutuo JKL-0643,MILA,2024-Q4,Mixto,0.0278,0.0444,0.0504,0.0217,0.0020,0.1067,0.0842,0.0729,0.1210,0.1369,0.1308,0.1512,21200,false
Bono Gobierno JKL-0644,BVC,2023-Q1,Renta Fija,0.0114,0.0494,0.0811,0.0536,0.0440,0.0264,0.0760,0.0273,0.0110,0.1199,0.1283,0.3216,44071,false
Acción Preferente JKL-0645,COLCAP,2023-Q2,Renta Variable,0.0745,0.0349,0.0122,0.0436,0.0415,0.0048,0.1051,0.0374,0.0412,0.0983,0.0844,0.3721,56156,true
Warrant JKL-0646,BVLIMA,2023-Q3,Derivados,0.0215,0.0795,0.0303,0.0788,0.0500,0.0057,0.0648,0.0042,0.1414,0.0320,0.0100,0.4318,161376,false
ADR JKL-0647,MILA,2023-Q4,Estructurado,0.0543,0.0221,0.0638,0.0103,0.0712,0.0255,0.1163,0.0243,0.0358,0.0710,0.0491,0.4063,52546,false
REIT JKL-0648,BVC,2024-01,Dividendos,0.0053,0.0333,0.0689,0.0405,0.0242,0.0968,0.0868,0.0351,0.0397,0.0201,0.0171,0.4822,139091,true
Fondo Indexado JKL-0649,COLCAP,2024-02,Intereses,0.0405,0.0274,0.0868,0.0648,0.0519,0.0492,0.0408,0.0443,0.1260,0.0331,0.0508,0.3344,198184,false
Acción MNO-0650,BVLIMA,2024-03,Capital,0.0347,0.0399,0.0792,0.0764,0.0453,0.0503,0.0483,0.0856,0.0999,0.0198,0.0713,0.2993,46976,false
Bono Corporativo MNO-0651,MILA,2024-04,Mixto,0.0137,0.0319,0.0227,0.0717,0.0556,0.0177,0.0948,0.0429,0.0480,0.1247,0.0110,0.4153,192373,true
ETF MNO-0652,BVC,2024-05,Renta Fija,0.0205,0.0699,0.0016,0.0698,0.0168,0.0915,0.0199,0.1199,0.1180,0.1395,0.0213,0.2613,56036,false
Fondo Mutuo MNO-0653,COLCAP,2024-06,Renta Variable,0.0580,0.0426,0.0255,0.0146,0.0163,0.0594,0.0110,0.0586,0.0826,0.0393,0.0759,0.4662,36558,false
Bono Gobierno MNO-0654,BVLIMA,2024-07,Derivados,0.0420,0.0545,0.0466,0.0820,0.0609,0.0076,0.0684,0.0188,0.0164,0.0670,0.1429,0.3429,193547,true
Acción Preferente MNO-0655,MILA,2024-08,Estructurado,0.0002,0.0345,0.0619,0.0458,0.0059,0.0870,0.0332,0.1293,0.0200,0.0709,0.0037,0.4576,173464,false
Warrant MNO-0656,BVC,2024-09,Dividendos,0.0089,0.0010,0.0055,0.0012,0.0779,0.1079,0.0514,0.0427,0.1403,0.1130,0.0109,0.3893,78464,false
ADR MNO-0657,COLCAP,2024-10,Intereses,0.0655,0.0013,0.0196,0.0364,0.0419,0.0741,0.0484,0.0969,0.1069,0.0285,0.1068,0.3237,157831,true
REIT MNO-0658,BVLIMA,2024-11,Capital,0.0449,0.0551,0.0351,0.0858,0.0819,0.0724,0.0685,0.0431,0.1000,0.0474,0.0691,0.2467,59850,false
Fondo Indexado MNO-0659,MILA,2024-12,Mixto,0.0337,0.0051,0.0750,0.0396,0.0385,0.0416,0.0299,0.1036,0.0746,0.1188,0.0950,0.2946,160647,false
Acción PQR-0660,BVC,2024-Q1,Renta Fija,0.0741,0.0695,0.0078,0.0313,0.0194,0.0060,0.1037,0.0033,0.0031,0.0443,0.1402,0.4473,165074,true
Bono Corporativo PQR-0661,COLCAP,2024-Q2,Renta Variable,0.0567,0.0368,0.0591,0.0206,0.0509,0.0424,0.0078,0.1082,0.0831,0.1223,0.1167,0.2454,180602,false
ETF PQR-0662,BVLIMA,2024-Q3,Derivados,0.0743,0.0676,0.0403,0.0802,0.0542,0.0795,0.0187,0.0690,0.0993,0.0966,0.1147,0.1556,50067,false
Fondo Mutuo PQR-0663,MILA,2024-Q4,Estructurado,0.0321,0.0320,0.0716,0.0431,0.0409,0.0288,0.0416,0.0283,0.0036,0.0221,0.0658,0.5401,74093,true
Bono Gobierno PQR-0664,BVC,2023-Q1,Dividendos,0.0478,0.0588,0.0081,0.0409,0.0695,0.0247,0.0440,0.0168,0.0746,0.0275,0.0333,0.5040,72005,false
Acción Preferente PQR-0665,COLCAP,2023-Q2,Intereses,0.0271,0.0090,0.0010,0.0757,0.0164,0.0746,0.0998,0.0676,0.0131,0.0185,0.0489,0.4983,21446,false
Warrant PQR-0666,BVLIMA,2023-Q3,Capital,0.0633,0.0078,0.0244,0.0844,0.0645,0.0306,0.0561,0.0468,0.0472,0.1457,0.0130,0.3662,141007,true
ADR PQR-0667,MILA,2023-Q4,Mixto,0.0657,0.0344,0.0616,0.0388,0.0300,0.0080,0.0195,0.0235,0.1197,0.0763,0.0780,0.3945,52400,false
REIT PQR-0668,BVC,2024-01,Renta Fija,0.0783,0.0121,0.0758,0.0324,0.0868,0.0733,0.0080,0.1013,0.1161,0.0332,0.1129,0.2198,158532,false
Fondo Indexado PQR-0669,COLCAP,2024-02,Renta Variable,0.0205,0.0158,0.0868,0.0390,0.0273,0.0153,0.0031,0.1313,0.1085,0.1160,0.1144,0.2720,54438,true
Acción STU-0670,BVLIMA,2024-03,Derivados,0.0718,0.0574,0.0206,0.0253,0.0581,0.0884,0.0926,0.0933,0.0517,0.1273,0.0673,0.1962,19441,false
Bono Corporativo STU-0671,MILA,2024-04,Estructurado,0.0712,0.0033,0.0264,0.0426,0.0165,0.1018,0.0937,0.0873,0.0171,0.1150,0.0869,0.2882,115964,false
ETF STU-0672,BVC,2024-05,Dividendos,0.0255,0.0796,0.0564,0.0051,0.0439,0.0801,0.0427,0.1141,0.1150,0.0332,0.0554,0.2990,121933,true
Fondo Mutuo STU-0673,COLCAP,2024-06,Intereses,0.0663,0.0337,0.0390,0.0863,0.0646,0.0928,0.0355,0.0373,0.0061,0.1123,0.0092,0.3669,100651,false
Bono Gobierno STU-0674,BVLIMA,2024-07,Capital,0.0007,0.0766,0.0751,0.0157,0.0157,0.0007,0.0534,0.0914,0.0501,0.0898,0.0506,0.4302,60643,false
Acción Preferente STU-0675,MILA,2024-08,Mixto,0.0488,0.0527,0.0056,0.0322,0.0393,0.1074,0.0116,0.0280,0.1132,0.0508,0.0250,0.4354,10966,true
Warrant STU-0676,BVC,2024-09,Renta Fija,0.0004,0.0078,0.0042,0.0052,0.0040,0.0318,0.0448,0.1462,0.1249,0.1481,0.0160,0.4166,27089,false
ADR STU-0677,COLCAP,2024-10,Renta Variable,0.0630,0.0534,0.0243,0.0059,0.0762,0.0509,0.0205,0.0893,0.0535,0.0459,0.1374,0.3297,167955,false
REIT STU-0678,BVLIMA,2024-11,Derivados,0.0192,0.0502,0.0578,0.0459,0.0663,0.0377,0.0579,0.0758,0.0244,0.1405,0.0973,0.2770,72821,true
Fondo Indexado STU-0679,MILA,2024-12,Estructurado,0.0722,0.0662,0.0560,0.0764,0.0030,0.0646,0.0006,0.0306,0.0162,0.0648,0.0130,0.4864,98784,false
Acción VWX-0680,BVC,2024-Q1,Dividendos,0.0196,0.0455,0.0799,0.0205,0.0229,0.0584,0.0472,0.0158,0.1427,0.0576,0.0210,0.4189,163170,false
Bono Corporativo VWX-0681,COLCAP,2024-Q2,Intereses,0.0485,0.0340,0.0753,0.0010,0.0757,0.0647,0.0247,0.0304,0.1393,0.0308,0.0266,0.3990,142535,true
ETF VWX-0682,BVLIMA,2024-Q3,Capital,0.0100,0.0521,0.0446,0.0566,0.0158,0.0237,0.1035,0.0340,0.0247,0.0450,0.0139,0.5261,25569,false
Fondo Mutuo VWX-0683,MILA,2024-Q4,Mixto,0.0492,0.0705,0.0608,0.0083,0.0413,0.0318,0.0636,0.0816,0.0713,0.0937,0.0532,0.3247,192663,false
Bono Gobierno VWX-0684,BVC,2023-Q1,Renta Fija,0.0688,0.0389,0.0774,0.0098,0.0020,0.0906,0.1043,0.1052,0.0723,0.1227,0.1035,0.1545,118669,true
Acción Preferente VWX-0685,COLCAP,2023-Q2,Renta Variable,0.0679,0.0065,0.0499,0.0245,0.0657,0.0157,0.0033,0.1106,0.0461,0.0766,0.0426,0.4406,82074,false
Warrant VWX-0686,BVLIMA,2023-Q3,Derivados,0.0062,0.0095,0.0411,0.0134,0.0258,0.0766,0.0475,0.1153,0.0092,0.0402,0.1113,0.4539,63350,false
ADR VWX-0687,MILA,2023-Q4,Estructurado,0.0127,0.0138,0.0032,0.0809,0.0270,0.0232,0.0996,0.0167,0.0755,0.1280,0.1275,0.3419,26497,true
REIT VWX-0688,BVC,2024-01,Dividendos,0.0220,0.0419,0.0627,0.0410,0.0149,0.0942,0.0426,0.0173,0.0821,0.1380,0.0748,0.3185,131796,false
Fondo Indexado VWX-0689,COLCAP,2024-02,Intereses,0.0714,0.0499,0.0211,0.0025,0.0239,0.0985,0.0086,0.0782,0.1489,0.0259,0.0188,0.4023,165009,false
Acción YZA-0690,BVLIMA,2024-03,Capital,0.0564,0.0310,0.0259,0.0166,0.0796,0.0892,0.0629,0.1165,0.0322,0.0902,0.0510,0.2985,159044,true
Bono Corporativo YZA-0691,MILA,2024-04,Mixto,0.0626,0.0104,0.0811,0.0101,0.0508,0.0922,0.0892,0.0046,0.0825,0.0901,0.1174,0.2590,188926,false
ETF YZA-0692,BVC,2024-05,Renta Fija,0.0780,0.0258,0.0183,0.0877,0.0174,0.0871,0.0182,0.0458,0.1162,0.0301,0.0384,0.3870,100789,false
Fondo Mutuo YZA-0693,COLCAP,2024-06,Renta Variable,0.0701,0.0209,0.0012,0.0501,0.0582,0.0023,0.0312,0.1376,0.0734,0.1367,0.1071,0.2612,32144,true
Bono Gobierno YZA-0694,BVLIMA,2024-07,Derivados,0.0442,0.0504,0.0175,0.0620,0.0969,0.0584,0.0731,0.0823,0.0107,0.0551,0.0600,0.3394,62891,false
Acción Preferente YZA-0695,MILA,2024-08,Estructurado,0.0461,0.0675,0.0318,0.0436,0.0182,0.0192,0.1077,0.0810,0.1233,0.0467,0.0502,0.3147,120080,false
Warrant YZA-0696,BVC,2024-09,Dividendos,0.0471,0.0787,0.0196,0.0561,0.0636,0.0473,0.0983,0.0615,0.0385,0.0304,0.1362,0.2727,78850,true
ADR YZA-0697,COLCAP,2024-10,Intereses,0.0744,0.0321,0.0385,0.0202,0.0843,0.0220,0.0854,0.0445,0.0727,0.0888,0.1482,0.2389,13614,false
REIT YZA-0698,BVLIMA,2024-11,Capital,0.0250,0.0583,0.0483,0.0063,0.0923,0.0088,0.0991,0.0283,0.0467,0.1081,0.1372,0.2916,165803,false
Fondo Indexado YZA-0699,MILA,2024-12,Mixto,0.0643,0.0797,0.0706,0.0366,0.0045,0.0143,0.0191,0.0503,0.0899,0.0928,0.0840,0.3439,165381,true
Acción BCD-0700,BVC,2024-Q1,Renta Fija,0.0442,0.0392,0.0329,0.0126,0.0945,0.1011,0.0493,0.0991,0.0226,0.0323,0.0290,0.3932,105115,false
Bono Corporativo BCD-0701,COLCAP,2024-Q2,Renta Variable,0.0405,0.0409,0.0260,0.0442,0.0286,0.0881,0.1069,0.0780,0.1156,0.0278,0.0069,0.3465,54577,false
ETF BCD-0702,BVLIMA,2024-Q3,Derivados,0.0668,0.0589,0.0278,0.0495,0.0082,0.1009,0.0406,0.1138,0.0174,0.1393,0.0781,0.2487,32584,true
Fondo Mutuo BCD-0703,MILA,2024-Q4,Estructurado,0.0537,0.0027,0.0714,0.0485,0.0762,0.0292,0.1105,0.0729,0.0119,0.0285,0.1059,0.3386,110592,false
Bono Gobierno BCD-0704,BVC,2023-Q1,Dividendos,0.0048,0.0783,0.0717,0.0679,0.0224,0.0696,0.0975,0.0315,0.0720,0.1413,0.0363,0.2567,178853,false
Acción Preferente BCD-0705,COLCAP,2023-Q2,Intereses,0.0523,0.0048,0.0028,0.0193,0.0336,0.0917,0.0782,0.0054,0.0943,0.0050,0.0647,0.4979,95128,true
Warrant BCD-0706,BVLIMA,2023-Q3,Capital,0.0391,0.0105,0.0062,0.0699,0.0495,0.1009,0.0556,0.1099,0.0216,0.0231,0.0610,0.4027,44766,false
ADR BCD-0707,MILA,2023-Q4,Mixto,0.0384,0.0404,0.0125,0.0602,0.0583,0.0461,0.0582,0.1226,0.1134,0.0315,0.1400,0.2284,175774,false
REIT BCD-0708,BVC,2024-01,Renta Fija,0.0328,0.0025,0.0290,0.0876,0.0791,0.0918,0.0375,0.0305,0.1001,0.0596,0.0935,0.3060,86578,true
Fondo Indexado BCD-0709,COLCAP,2024-02,Renta Variable,0.0666,0.0753,0.0747,0.0230,0.0455,0.0441,0.0129,0.0579,0.0078,0.0739,0.0386,0.4297,75799,false
Acción EFG-0710,BVLIMA,2024-03,Derivados,0.0077,0.0118,0.0629,0.0396,0.0612,0.0625,0.0408,0.1134,0.0931,0.1004,0.1005,0.2561,192215,false
Bono Corporativo EFG-0711,MILA,2024-04,Estructurado,0.0597,0.0605,0.0243,0.0219,0.0697,0.0493,0.0213,0.0054,0.0912,0.0450,0.1331,0.3686,20768,true
ETF EFG-0712,BVC,2024-05,Dividendos,0.0288,0.0382,0.0288,0.0811,0.0296,0.1011,0.0224,0.0867,0.0474,0.1466,0.0479,0.2914,92947,false
Fondo Mutuo EFG-0713,COLCAP,2024-06,Intereses,0.0168,0.0128,0.0440,0.0389,0.0142,0.0535,0.0417,0.1075,0.0162,0.1076,0.0254,0.4714,81386,false
Bono Gobierno EFG-0714,BVLIMA,2024-07,Capital,0.0664,0.0423,0.0778,0.0206,0.0039,0.1035,0.0106,0.0181,0.1398,0.1297,0.1142,0.2231,152807,true
Acción Preferente EFG-0715,MILA,2024-08,Mixto,0.0371,0.0215,0.0466,0.0784,0.0284,0.0646,0.0581,0.0210,0.0125,0.0233,0.1494,0.4091,29438,false
Warrant EFG-0716,BVC,2024-09,Renta Fija,0.0433,0.0626,0.0016,0.0641,0.0404,0.0197,0.0157,0.0506,0.0120,0.1363,0.1003,0.4034,165627,false
ADR EFG-0717,COLCAP,2024-10,Renta Variable,0.0658,0.0359,0.0072,0.0700,0.0720,0.0044,0.0770,0.0569,0.0693,0.1149,0.0929,0.2837,149178,true
REIT EFG-0718,BVLIMA,2024-11,Derivados,0.0412,0.0282,0.0749,0.0482,0.0114,0.0971,0.0170,0.0151,0.1034,0.0375,0.1349,0.3411,51015,false
Fondo Indexado EFG-0719,MILA,2024-12,Estructurado,0.0179,0.0481,0.0625,0.0526,0.0155,0.0366,0.0825,0.0683,0.0061,0.0568,0.0948,0.4083,28461,false
Acción HIJ-0720,BVC,2024-Q1,Dividendos,0.0413,0.0258,0.0477,0.0251,0.0354,0.0289,0.0916,0.0283,0.1270,0.1446,0.0385,0.3158,16122,true
Bono Corporativo HIJ-0721,COLCAP,2024-Q2,Intereses,0.0126,0.0771,0.0577,0.0014,0.0103,0.0482,0.0913,0.0412,0.1481,0.1230,0.1027,0.2364,161283,false
ETF HIJ-0722,BVLIMA,2024-Q3,Capital,0.0028,0.0205,0.0471,0.0692,0.0123,0.0837,0.0110,0.0402,0.0146,0.0752,0.0151,0.5583,168298,false
Fondo Mutuo HIJ-0723,MILA,2024-Q4,Mixto,0.0778,0.0655,0.0255,0.0320,0.0006,0.0732,0.0146,0.0775,0.0073,0.0963,0.0184,0.4613,102845,true
